id,section,difficulty,topic,question,A,B,C,D,answer
TCS_VER_050,Verbal Ability,Medium,Vocabulary,Choose the word most similar in meaning to: ZEALOUS,Eager,Indifferent,Lazy,Passive,A
TCS_VER_051,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: AUSTERE,Lavish,Simple,Plain,Bare,A
TCS_VER_052,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: BLISS,Misery,Joy,Peace,Calm,A
TCS_VER_053,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: COVERT,Open,Hidden,Secret,Sly,A
TCS_VER_054,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: DAUNT,Encourage,Frighten,Scare,Worry,A
TCS_VER_055,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: EMBOLDEN,Discourage,Inspire,Strengthen,Boost,A
TCS_VER_056,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: FEEBLE,Strong,Weak,Frail,Fragile,A
TCS_VER_057,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: GARRULOUS,Quiet,Talkative,Chatty,Noisy,A
TCS_VER_058,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: HAUGHTY,Humble,Proud,Arrogant,Vain,A
TCS_VER_059,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: INEPT,Skilled,Clumsy,Helpless,Useless,A
TCS_VER_060,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: JOVIAL,Gloomy,Happy,Cheerful,Merry,A
TCS_VER_061,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: KINDLE,Quench,Light,Spark,Ignite,A
TCS_VER_062,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: LAUD,Criticize,Praise,Applaud,Honor,A
TCS_VER_063,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: MOROSE,Cheerful,Sad,Gloomy,Sullen,A
TCS_VER_064,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: NOXIOUS,Harmless,Toxic,Deadly,Poisonous,A
TCS_VER_065,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: OPAQUE,Transparent,Dark,Murky,Cloudy,A
TCS_VER_066,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: PLACID,Agitated,Calm,Peaceful,Quiet,A
TCS_VER_067,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: QUELL,Intensify,Suppress,Calm,Soothe,A
TCS_VER_068,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: REPEL,Attract,Push,Drive,Chase,A
TCS_VER_069,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: SOOTHE,Aggravate,Calm,Comfort,Ease,A
TCS_VER_070,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: TRANQUIL,Turbulent,Calm,Peaceful,Serene,A
TCS_VER_071,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: UNDERMINE,Strengthen,Weaken,Sabotage,Erode,A
TCS_VER_072,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: VERBOSE,Concise,Wordy,Long,Lengthy,A
TCS_VER_073,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: WANE,Grow,Shrink,Fade,Decline,A
TCS_VER_074,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: XENOPHOBIA,Tolerance,Fear,Hatred,Bias,A
TCS_VER_075,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: YIELDING,Stubborn,Soft,Gentle,Flexible,A
TCS_VER_076,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: ZENITH,Nadir,Peak,Top,Summit,A
TCS_VER_077,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: ACRID,Pleasant,Bitter,Sharp,Harsh,A
TCS_VER_078,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: BLITHE,Morose,Happy,Cheerful,Gay,A
TCS_VER_079,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: CALLOUS,Sensitive,Harsh,Cold,Cruel,A
TCS_VER_080,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: DESOLATE,Populated,Empty,Lonely,Barren,A
TCS_VER_081,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: EXUBERANT,Subdued,Lively,Vibrant,Joyful,A
TCS_VER_082,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: FASTIDIOUS,Lenient,Fussy,Picky,Strict,A
TCS_VER_083,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: GENIAL,Hostile,Warm,Friendly,Kind,A
TCS_VER_084,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: HEINOUS,Admirable,Evil,Wicked,Vile,A
TCS_VER_085,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: IMPEDE,Facilitate,Block,Hinder,Obstruct,A
TCS_VER_086,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: JUDICIOUS,Reckless,Wise,Sensible,Prudent,A
TCS_VER_087,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: KINDLE,Extinguish,Arouse,Ignite,Spark,A
TCS_VER_088,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: LISTLESS,Energetic,Lazy,Dull,Tired,A
TCS_VER_089,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: MAGNANIMOUS,Petty,Generous,Noble,Giving,A
TCS_VER_090,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: NONCHALANT,Anxious,Calm,Cool,Casual,A
TCS_VER_091,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: OBLIVIOUS,Aware,Ignorant,Unaware,Blind,A
TCS_VER_092,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: PALTRY,Significant,Tiny,Small,Petty,A
TCS_VER_093,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: QUIXOTIC,Realistic,Idealistic,Romantic,Fanciful,A
TCS_VER_094,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: RABID,Calm,Wild,Fierce,Frantic,A
TCS_VER_095,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: SAGACIOUS,Foolish,Wise,Clever,Sharp,A
TCS_VER_096,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: TACITURN,Talkative,Silent,Reserved,Quiet,A
TCS_VER_097,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: UNKEMPT,Neat,Messy,Untidy,Dirty,A
TCS_VER_098,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: VACUOUS,Thoughtful,Empty,Hollow,Blank,A
TCS_VER_099,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: WRATH,Calmness,Anger,Fury,Rage,A
TCS_VER_100,Verbal Ability,Medium,Vocabulary,Choose the word most OPPOSITE in meaning to: YOKE,Free,Bind,Join,Link,A
TCS_VER_101,Verbal Ability,Medium,Fill in the Blanks,The professor's lecture was so _____ that many students fell asleep.,tedious,engaging,stimulating,thrilling,A
TCS_VER_102,Verbal Ability,Medium,Fill in the Blanks,She showed great _____ by finishing the project despite all obstacles.,perseverance,laziness,reluctance,hesitation,A
TCS_VER_103,Verbal Ability,Medium,Fill in the Blanks,The contract was declared _____ because it lacked proper signatures.,void,valid,binding,legal,A
TCS_VER_104,Verbal Ability,Medium,Fill in the Blanks,His _____ remarks offended many people in the audience.,derogatory,kind,polite,flattering,A
TCS_VER_105,Verbal Ability,Medium,Fill in the Blanks,The scientist made a _____ discovery that changed modern medicine.,groundbreaking,trivial,minor,unremarkable,A
TCS_VER_106,Verbal Ability,Medium,Fill in the Blanks,"She was _____ about her diet, avoiding sugar and processed foods.",meticulous,careless,relaxed,indifferent,A
TCS_VER_107,Verbal Ability,Medium,Fill in the Blanks,The old building was in a state of complete _____; it had to be demolished.,dilapidation,repair,restoration,perfection,A
TCS_VER_108,Verbal Ability,Medium,Fill in the Blanks,He had an _____ memory and could recall events from decades ago.,impeccable,average,ordinary,poor,A
TCS_VER_109,Verbal Ability,Medium,Fill in the Blanks,The _____ negotiations finally led to a peace agreement after years of war.,protracted,brief,quick,instant,A
TCS_VER_110,Verbal Ability,Medium,Fill in the Blanks,Her _____ smile made everyone in the room feel welcome.,radiant,gloomy,forced,artificial,A
TCS_VER_111,Verbal Ability,Medium,Fill in the Blanks,The athlete's _____ performance broke three world records.,phenomenal,mediocre,average,poor,A
TCS_VER_112,Verbal Ability,Medium,Fill in the Blanks,The jury found the defendant _____ of all charges.,acquitted,convicted,guilty,punished,A
TCS_VER_113,Verbal Ability,Medium,Fill in the Blanks,The CEO made a _____ decision that saved the company from bankruptcy.,prudent,rash,hasty,impulsive,A
TCS_VER_114,Verbal Ability,Medium,Fill in the Blanks,The new policy was met with _____ from the employees.,resistance,acceptance,approval,enthusiasm,A
TCS_VER_115,Verbal Ability,Medium,Fill in the Blanks,The students were _____ by the complexity of the math problem.,baffled,inspired,motivated,excited,A
TCS_VER_116,Verbal Ability,Medium,Fill in the Blanks,"Despite his young age, he showed remarkable _____ in handling the crisis.",maturity,immaturity,inexperience,naivety,A
TCS_VER_117,Verbal Ability,Medium,Fill in the Blanks,The thunderstorm was so _____ that it caused widespread flooding.,severe,mild,light,gentle,A
TCS_VER_118,Verbal Ability,Medium,Fill in the Blanks,The artist's work was _____ because it used entirely new techniques.,innovative,traditional,conventional,classical,A
TCS_VER_119,Verbal Ability,Medium,Fill in the Blanks,She had a _____ for solving puzzles and could finish them in minutes.,knack,aversion,dislike,fear,A
TCS_VER_120,Verbal Ability,Medium,Fill in the Blanks,The _____ behavior of the child annoyed everyone at the restaurant.,boisterous,quiet,shy,polite,A
TCS_VER_121,Verbal Ability,Medium,Fill in the Blanks,The peace talks were _____ after both parties failed to agree.,abandoned,concluded,finalized,successful,A
TCS_VER_122,Verbal Ability,Medium,Fill in the Blanks,The documentary provided _____ insight into the lives of deep-sea creatures.,fascinating,boring,dull,tedious,A
TCS_VER_123,Verbal Ability,Medium,Fill in the Blanks,The company was _____ by its competitors when it refused to innovate.,overtaken,supported,helped,aided,A
TCS_VER_124,Verbal Ability,Medium,Fill in the Blanks,"The politician's speech was _____, repeating the same points endlessly.",redundant,concise,brief,clear,A
TCS_VER_125,Verbal Ability,Medium,Fill in the Blanks,He was _____ to admit that he had made a mistake.,reluctant,eager,willing,happy,A
TCS_VER_126,Verbal Ability,Medium,Fill in the Blanks,The _____ river flooded the surrounding fields after the heavy rains.,swollen,shallow,narrow,calm,A
TCS_VER_127,Verbal Ability,Medium,Fill in the Blanks,The manager's _____ attitude made it difficult to work under her.,authoritarian,democratic,lenient,flexible,A
TCS_VER_128,Verbal Ability,Medium,Fill in the Blanks,The patient showed _____ signs of recovery after the surgery.,promising,discouraging,negative,worrying,A
TCS_VER_129,Verbal Ability,Medium,Fill in the Blanks,The _____ of the ancient ruins left archaeologists astonished.,grandeur,simplicity,ordinariness,smallness,A
TCS_VER_130,Verbal Ability,Medium,Fill in the Blanks,She had such _____ opinions that no one could change her mind.,entrenched,flexible,open,changing,A
TCS_VER_131,Verbal Ability,Medium,Fill in the Blanks,The _____ of the forest was disturbed by the construction work.,tranquility,noise,chaos,turbulence,A
TCS_VER_132,Verbal Ability,Medium,Fill in the Blanks,His _____ remarks showed that he had given much thought to the problem.,incisive,vague,unclear,shallow,A
TCS_VER_133,Verbal Ability,Medium,Fill in the Blanks,The _____ athlete trained for six hours every day without fail.,dedicated,lazy,casual,indifferent,A
TCS_VER_134,Verbal Ability,Medium,Fill in the Blanks,She was _____ in her approach and always followed the rules.,methodical,chaotic,random,careless,A
TCS_VER_135,Verbal Ability,Medium,Fill in the Blanks,The _____ child asked questions about everything he saw.,inquisitive,disinterested,apathetic,bored,A
TCS_VER_136,Verbal Ability,Medium,Fill in the Blanks,The _____ of the night sky filled the astronomer with wonder.,vastness,smallness,narrowness,closeness,A
TCS_VER_137,Verbal Ability,Medium,Fill in the Blanks,The teacher's _____ explanation helped even the weakest students understand.,lucid,confusing,vague,unclear,A
TCS_VER_138,Verbal Ability,Medium,Fill in the Blanks,The book was so _____ that she read it in one sitting.,compelling,boring,dull,ordinary,A
TCS_VER_139,Verbal Ability,Medium,Fill in the Blanks,He showed _____ courage in the face of overwhelming danger.,extraordinary,average,ordinary,common,A
TCS_VER_140,Verbal Ability,Medium,Fill in the Blanks,The economy was in _____ condition after years of poor management.,dire,excellent,good,fine,A
TCS_VER_141,Verbal Ability,Medium,Fill in the Blanks,The speaker's _____ delivery kept the audience engaged throughout.,dynamic,monotonous,dull,flat,A
TCS_VER_142,Verbal Ability,Medium,Fill in the Blanks,Her _____ for languages allowed her to learn three in two years.,aptitude,dislike,inability,weakness,A
TCS_VER_143,Verbal Ability,Medium,Fill in the Blanks,The situation was so _____ that even the experts were puzzled.,enigmatic,simple,clear,obvious,A
TCS_VER_144,Verbal Ability,Medium,Fill in the Blanks,The negotiations reached a _____ when neither party would compromise.,deadlock,agreement,resolution,conclusion,A
TCS_VER_145,Verbal Ability,Medium,Fill in the Blanks,The _____ evidence left no doubt about the suspect's guilt.,overwhelming,scant,limited,weak,A
TCS_VER_146,Verbal Ability,Medium,Fill in the Blanks,The scientist's _____ approach led to the discovery of a new element.,systematic,random,haphazard,unsystematic,A
TCS_VER_147,Verbal Ability,Medium,Fill in the Blanks,The new hospital wing was _____ to patients with chronic illnesses.,dedicated,hostile,closed,unavailable,A
TCS_VER_148,Verbal Ability,Medium,Fill in the Blanks,Her _____ nature made her willing to help anyone in need.,altruistic,selfish,greedy,self-centered,A
TCS_VER_149,Verbal Ability,Medium,Fill in the Blanks,The _____ of the painting technique made it impossible to reproduce.,intricacy,simplicity,crudeness,roughness,A
TCS_VER_150,Verbal Ability,Medium,Fill in the Blanks,The explorer was known for his _____ spirit and love of adventure.,intrepid,timid,cautious,fearful,A
TCS_VER_151,Verbal Ability,Hard,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: What was the primary energy source of the Industrial Revolution?",Steam and coal,Wind and water,Solar energy,Nuclear power,A
TCS_VER_152,Verbal Ability,Hard,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: Which of the following was NOT a consequence of the Industrial Revolution?",Reduction in urbanization,Poor working conditions,Child labor,Environmental pollution,A
TCS_VER_153,Verbal Ability,Medium,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: What social development emerged as a direct result of the Industrial Revolution?",A new working class,Decline of cities,Return to farming,Fewer social inequalities,A
TCS_VER_154,Verbal Ability,Hard,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: What eventually helped improve working conditions?",Reform movements and labor unions,Industrial revolution itself,Factory owners' goodwill,Government bans on industry,A
TCS_VER_155,Verbal Ability,Easy,Reading Comprehension,"PASSAGE: The Industrial Revolution, which began in Britain in the late 18th century, fundamentally transformed the world. It mark...

Q: Where did the Industrial Revolution begin?",Britain,France,Germany,United States,A
TCS_VER_156,Verbal Ability,Medium,Reading Comprehension,"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: How does AI differ from traditional software?",AI learns from data and improves over time,AI follows fixed instructions only,AI cannot process large datasets,AI requires no programming,A
TCS_VER_157,Verbal Ability,Easy,Reading Comprehension,"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: Which technology enables computers to recognize patterns without explicit programming?",Machine learning,Deep learning,Traditional software,Rule-based systems,A
TCS_VER_158,Verbal Ability,Easy,Reading Comprehension,"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: What is deep learning primarily based on?",Neural networks,Simple algorithms,Fixed rules,Manual coding,A
TCS_VER_159,Verbal Ability,Medium,Reading Comprehension,"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: Which of the following is listed as an ethical concern related to AI?",Algorithmic bias,Faster computers,Better graphics,Cheaper hardware,A
TCS_VER_160,Verbal Ability,Hard,Reading Comprehension,"PASSAGE: Artificial intelligence (AI) is rapidly reshaping industries worldwide. Unlike traditional software that follows fixed i...

Q: What does responsible AI development require according to experts?",Transparent algorithms and diverse datasets,Unlimited computing power,More data collection,Less regulation,A
TCS_VER_161,Verbal Ability,Easy,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: What is the primary driver of rising global temperatures?",Greenhouse gas emissions from burning fossil fuels,Natural volcanic activity,Solar flares,Ocean currents,A
TCS_VER_162,Verbal Ability,Medium,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: What is the temperature threshold scientists warn about?",2°C above pre-industrial levels,4°C above current levels,1°C below average,5°C above historical average,A
TCS_VER_163,Verbal Ability,Easy,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: What is the purpose of the Paris Accord?",To limit global warming,To increase fossil fuel use,To promote coal mining,To reduce renewable energy,A
TCS_VER_164,Verbal Ability,Medium,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: Which of the following is mentioned as a mitigation pathway?",Carbon capture technologies,Burning more coal,Increasing deforestation,Reducing renewable energy,A
TCS_VER_165,Verbal Ability,Hard,Reading Comprehension,"PASSAGE: Climate change is one of the most pressing challenges facing humanity. Rising global temperatures, driven primarily by g...

Q: What happens if warming exceeds 2°C according to the passage?",Consequences may be irreversible,Temperature will stabilize,Ecosystems will recover,Sea levels will drop,A
TCS_VER_166,Verbal Ability,Easy,Reading Comprehension,"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: Approximately how many neurons does the human brain contain?",86 billion,86 million,860 billion,8.6 trillion,A
TCS_VER_167,Verbal Ability,Easy,Reading Comprehension,"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: What is neuroplasticity?",The brain's ability to form new neural connections,The fixed structure of the brain after childhood,The process of memory loss,Brain size reduction with age,A
TCS_VER_168,Verbal Ability,Medium,Reading Comprehension,"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: Which technology is mentioned in relation to modern neuroscience?",fMRI,X-ray,CT scan alone,Blood tests,A
TCS_VER_169,Verbal Ability,Hard,Reading Comprehension,"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: What does the brain do during sleep according to the passage?",Consolidates memories and removes metabolic waste,Completely shuts down,Only controls breathing,Stops all activity,A
TCS_VER_170,Verbal Ability,Medium,Reading Comprehension,"PASSAGE: The human brain is arguably the most complex structure in the known universe. Comprising approximately 86 billion neuron...

Q: Which old notion does neuroplasticity challenge?",That the brain is fixed after childhood,That the brain grows throughout life,That neurons multiply continuously,That synapses are temporary,A
TCS_VER_171,Verbal Ability,Medium,Grammar,Identify the correct sentence:,Neither of the boys have done their homework.,Neither of the boys has done his homework.,Neither of the boys has done their homeworks.,Neither of the boys have done his homework.,B
TCS_VER_172,Verbal Ability,Easy,Grammar,Identify the correct sentence:,She don't know the answer to the question.,She doesn't knows the answer to the question.,She doesn't know the answer to the question.,She not know the answer to the question.,C
TCS_VER_173,Verbal Ability,Medium,Grammar,Identify the grammatically correct sentence:,The team are playing good today.,The team is playing well today.,The team is playing good today.,The team are playing well today.,B
TCS_VER_174,Verbal Ability,Easy,Grammar,Choose the correctly punctuated sentence:,"Its a beautiful day, isn't it?",It's a beautiful day isn't it?,"It's a beautiful day, isn't it?",Its a beautiful day isn't it?,C
TCS_VER_175,Verbal Ability,Easy,Grammar,Which sentence uses the correct form of the verb?,He has went to the market.,He have gone to the market.,He has gone to the market.,He have went to the market.,C
TCS_VER_176,Verbal Ability,Medium,Grammar,Identify the sentence with correct subject-verb agreement:,A number of students was absent today.,A number of students were absent today.,The number of students were absent today.,A number of student was absent.,B
TCS_VER_177,Verbal Ability,Hard,Grammar,Choose the sentence that is grammatically correct:,"Between you and I, this is wrong.","Between you and me, this is wrong.","Between you and I, this is right.","Between me and you, this is wrong.",B
TCS_VER_178,Verbal Ability,Medium,Grammar,Identify the correct sentence:,He is more cleverer than his brother.,He is cleverer than his brother.,He is most clever than his brother.,He is more clever of all.,B
TCS_VER_179,Verbal Ability,Easy,Grammar,Which sentence uses the apostrophe correctly?,The childrens' toys were scattered.,The children's toys were scattered.,The childrens toys' were scattered.,The children toys were scattered.,B
TCS_VER_180,Verbal Ability,Hard,Grammar,Identify the sentence that is grammatically correct:,Neither the manager nor the employees was informed.,Neither the manager nor the employees were informed.,Neither the manager nor the employees has been informed.,Neither the manager nor employees is informed.,B
TCS_VER_181,Verbal Ability,Medium,Grammar,Choose the sentence with correct use of 'fewer' and 'less':,Less people attended the event this year.,Fewer people attended the event this year.,Less peoples attended the event this year.,Fewer amount of people attended.,B
TCS_VER_182,Verbal Ability,Easy,Grammar,Identify the passive voice sentence:,She writes a letter.,A letter is written by her.,She is writing a letter.,She wrote a letter.,B
TCS_VER_183,Verbal Ability,Medium,Grammar,Identify the correct sentence:,He gave me a very unique gift.,He gave me a unique gift.,He gave me the most unique gift.,He gave me an very unique gift.,B
TCS_VER_184,Verbal Ability,Hard,Grammar,Which sentence contains a dangling modifier?,"Walking to school, the rain started.","While walking to school, I got wet in the rain.","Walking to school, she got wet in the rain.",She was walking to school when it rained.,A
TCS_VER_185,Verbal Ability,Hard,Grammar,Choose the grammatically correct sentence:,I wish I was taller than him.,I wish I were taller than him.,I wish I am taller than him.,I wish I be taller than him.,B
TCS_VER_186,Verbal Ability,Medium,Grammar,Which sentence uses the correct tense?,"If it will rain, we will cancel the match.","If it rains, we will cancel the match.","If it rained, we will cancel the match.","If it rains, we cancel the match.",B
TCS_VER_187,Verbal Ability,Hard,Grammar,Identify the sentence with correct parallel structure:,"She likes reading, to swim, and jogging.","She likes reading, swimming, and jogging.","She likes to read, swim, and jogging.","She likes to read, swimming, and to jog.",B
TCS_VER_188,Verbal Ability,Hard,Grammar,Choose the correct sentence:,The data is being analyzed by the scientist.,The data are being analyzed by the scientists.,The scientist is analyzing the datas.,The scientist analyze the data.,B
TCS_VER_189,Verbal Ability,Medium,Grammar,Which is the correctly formed question?,Do you know where does he live?,Do you know where he lives?,Do you know where he is living?,Do you know where is he living?,B
TCS_VER_190,Verbal Ability,Hard,Grammar,Identify the sentence with correct word order:,She only told him the truth.,Only she told him the truth.,She told only him the truth.,She told him only the truth.,B
TCS_VER_191,Verbal Ability,Easy,Grammar,Choose the correctly written sentence:,The boys' bicycle is red.,The boys bicycle is red.,The boy's bicycles is red.,The boys bicycles is red.,A
TCS_VER_192,Verbal Ability,Hard,Grammar,Identify the sentence with correct use of 'who' and 'whom':,Who did you speak to?,Whom did you speak to?,To who did you speak?,Whom spoke to you?,B
TCS_VER_193,Verbal Ability,Hard,Grammar,Choose the grammatically correct option:,Each of the students have submitted their forms.,Each of the students has submitted his or her form.,Each of the student has submitted their form.,Each students has submitted their forms.,B
TCS_VER_194,Verbal Ability,Hard,Grammar,Which sentence correctly uses a semicolon?,She was tired; but she kept working.,"She was tired; however, she kept working.",She was tired; and she kept working.,"She was tired; yet, she kept working.",B
TCS_VER_195,Verbal Ability,Hard,Grammar,Choose the sentence that uses the correct comparative form:,This is the most unique solution.,This is a more unique solution.,This is a unique solution.,This is the uniquest solution.,C
TCS_VER_196,Verbal Ability,Medium,Grammar,Identify the correct sentence:,He was bored of waiting for so long.,He was bored with waiting for so long.,He was boring of waiting for so long.,He is boring with waiting.,B
TCS_VER_197,Verbal Ability,Medium,Grammar,Which sentence is in the future perfect tense?,She will complete the project.,She will have completed the project by tomorrow.,She is completing the project.,She has completed the project.,B
TCS_VER_198,Verbal Ability,Easy,Grammar,Identify the correct use of articles:,She is best student in the class.,She is the best student in the class.,She is a best student in class.,She is best student in a class.,B
TCS_VER_199,Verbal Ability,Hard,Grammar,Choose the sentence with correct pronoun reference:,The teacher told the student that he was wrong.,"The teacher told the student, 'You are wrong.'",He was told by the teacher he was wrong.,The teacher told him he was wrong to student.,B
TCS_VER_200,Verbal Ability,Easy,Grammar,Choose the correct sentence:,The information were incorrect.,The information was incorrect.,The informations were incorrect.,Informations was incorrect.,B
TCS_VER_201,Verbal Ability,Medium,Para Jumbles,"P: The internet has revolutionized communication. Q: Today, information can be shared globally in seconds. R: Before its invention, letters took weeks to travel between continents. S: This transformation has had both positive and negative consequences.
Arrange P, Q, R, S in logical order:",P-R-Q-S,R-P-Q-S,P-Q-R-S,Q-P-R-S,A
TCS_VER_202,Verbal Ability,Hard,Para Jumbles,"P: Exercise is essential for maintaining good health. Q: Even a 30-minute daily walk can significantly reduce the risk of chronic diseases. R: Many people, however, lead sedentary lifestyles due to desk jobs. S: It strengthens the heart, improves mood, and increases longevity.
Arrange in logical order:",P-S-R-Q,R-P-S-Q,P-Q-S-R,S-R-P-Q,A
TCS_VER_203,Verbal Ability,Medium,Para Jumbles,"P: Water is the most precious resource on Earth. Q: Without it, no life can survive. R: Yet, billions of people lack access to clean drinking water. S: Conservation and responsible usage are therefore critical.
Arrange in logical order:",P-Q-R-S,R-P-Q-S,Q-P-R-S,P-R-Q-S,A
TCS_VER_204,Verbal Ability,Hard,Para Jumbles,"P: Education is the foundation of any civilized society. Q: It enables individuals to think critically and contribute meaningfully. R: Governments must therefore prioritize funding for public schools. S: Without educated citizens, democracy itself is at risk.
Arrange in logical order:",P-Q-S-R,Q-P-S-R,P-S-Q-R,R-P-Q-S,A
TCS_VER_205,Verbal Ability,Medium,Para Jumbles,"P: Social media has connected people across the globe. Q: However, it has also become a platform for misinformation and cyberbullying. R: Users must therefore develop digital literacy skills. S: The key is to use it responsibly and critically.
Arrange in logical order:",P-Q-R-S,Q-P-R-S,P-R-Q-S,Q-R-P-S,A
TCS_VER_206,Verbal Ability,Medium,Para Jumbles,"P: Meditation has been practiced for thousands of years. Q: Modern science now confirms its benefits for mental health. R: It reduces stress, improves focus, and promotes emotional well-being. S: Even a few minutes of daily meditation can make a noticeable difference.
Arrange in logical order:",P-Q-R-S,Q-P-R-S,R-P-Q-S,S-Q-P-R,A
TCS_VER_207,Verbal Ability,Hard,Para Jumbles,"P: The Amazon rainforest is often called the lungs of the Earth. Q: It produces approximately 20% of the world's oxygen. R: Rapid deforestation threatens not only wildlife but global climate stability. S: Protecting it must be a global priority.
Arrange in logical order:",P-Q-R-S,R-P-Q-S,Q-P-R-S,P-R-Q-S,A
